Player,PlayerId,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,ShootingPercent,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Percent
Chris Stewart,stewach02,2020,32,PHI,RW,16,0,1,1,-7,21,-0.4,0,0,0,0,1,0,0,5,0,124,7:47,4,35,0,0,
Riley Stillman,stillri01,2020,21,FLA,D,32,0,5,5,-3,9,0.5,0,0,0,0,5,0,0,37,0,627,19:36,57,56,0,0,
Mark Stone,stonema01,2020,27,VEG,RW,65,21,42,63,15,27,7,15,6,0,3,30,11,1,168,12.5,1262,19:25,51,56,16,30,34.8
Michael Stone,stonemi01,2020,29,CGY,D,33,2,5,7,-5,16,1.1,2,0,0,0,5,0,0,57,3.5,539,16:19,54,52,0,0,
Anton Stralman,stralan01,2020,33,FLA,D,66,5,14,19,-5,12,2.6,5,0,0,3,13,0,1,87,5.7,1390,21:04,91,64,0,0,
Ben Street,streebe01,2020,32,NJD,C,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,4,0,24,8:08,0,3,5,6,45.5
Dylan Strome,stromdy01,2020,22,CHI,C,53,10,23,33,-3,14,2.8,8,2,0,1,17,6,0,84,11.9,846,15:57,24,20,249,280,47.1
Ryan Strome,stromry01,2020,26,NYR,C,65,18,40,58,21,46,6.1,15,3,0,3,26,13,1,141,12.8,1265,19:27,28,40,469,512,47.8
Jack Studnicka,studnja01,2020,20,BOS,C,2,0,1,1,2,2,0.1,0,0,0,0,1,0,0,3,0,24,12:08,0,2,9,6,60
Nico Sturm,sturmni01,2020,24,MIN,C,6,0,2,2,2,0,0.2,0,0,0,0,2,0,0,2,0,71,11:54,5,6,26,23,53.1
P.K. Subban,subbapk01,2020,30,NJD,D,64,7,8,15,-17,77,2.7,5,2,0,3,6,2,0,145,4.8,1410,22:02,88,83,0,0,
C.J. Suess,frankcl01,2020,25,WPG,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,6,6:26,0,1,1,3,25,
Oskar Sundqvist,sundqos01,2020,25,STL,C,52,12,11,23,5,24,2.5,11,0,1,1,10,0,1,89,13.5,753,14:29,25,54,96,116,45.3
Antti Suomela,suomean01,2020,25,SJS,C,16,0,5,5,2,2,0.4,0,0,0,0,5,0,0,13,0,156,9:45,5,21,42,34,55.3
Ryan Suter,suterry01,2020,35,MIN,D,65,7,37,44,-11,12,5.5,5,2,0,2,22,15,0,106,6.6,1597,24:34:00,83,45,0,0,
Brandon Sutter,suttebr03,2020,30,VAN,C,40,8,9,17,4,25,1.6,7,1,0,0,7,2,0,72,11.1,598,14:57,14,17,156,165,48.6
Nick Suzuki,suzukni01,2020,20,MTL,C,67,13,27,40,-14,6,3.2,7,6,0,1,19,8,0,126,10.3,1065,15:54,30,54,284,322,46.9
Andrei Svechnikov,svechan01,2020,19,CAR,RW,64,24,34,58,11,50,6.8,18,6,0,5,22,12,0,176,13.6,1068,16:41,26,107,0,1,0
Evgeny Svechnikov,svechev01,2020,23,DET,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,7,0,33,8:20,1,5,0,0,
Jordan Szwarz,szwarjo01,2020,28,OTT,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,15,4:55,1,6,4,5,44.4
Brandon Tanev,tanevbr01,2020,28,PIT,LW,64,11,14,25,1,16,2.1,9,0,2,4,12,1,1,91,12.1,952,14:52,65,234,6,9,40
Chris Tanev,tanevch01,2020,30,VAN,D,65,2,17,19,3,39,3.4,2,0,0,1,15,1,1,42,4.8,1276,19:37,148,31,0,0,
Vladimir Tarasenko,tarasvl01,2020,28,STL,RW,10,3,7,10,-2,0,1,2,1,0,0,5,2,0,26,11.5,162,16:11,7,17,0,0,
Tomas Tatar,tatarto01,2020,29,MTL,C,67,22,39,61,5,36,6.9,14,8,0,1,33,6,0,162,13.6,1105,16:30,24,79,9,16,36
John Tavares,tavarjo01,2020,29,TOR,C,59,26,32,58,-6,20,6,19,7,0,4,20,12,0,185,14.1,1151,19:31,30,30,579,468,55.3
Matt Tennyson,tennyma01,2020,29,NJD,D,19,0,3,3,-1,6,0.5,0,0,0,0,3,0,0,12,0,232,12:13,17,27,0,0,
Teuvo Teravainen,teravte01,2020,25,CAR,F,64,15,45,60,21,8,6.2,10,4,1,1,27,16,2,174,8.6,1231,19:14,28,16,23,26,46.9
Troy Terry,terrytr01,2020,22,ANA,C,47,4,11,15,-5,6,0.7,4,0,0,0,9,2,0,73,5.5,682,14:31,9,3,3,5,37.5
Alexandre Texier,texieal01,2020,20,CBJ,C,36,6,7,13,3,10,1.4,6,0,0,1,6,1,0,49,12.2,459,12:45,7,20,22,41,34.9
Shea Theodore,theodsh01,2020,24,VEG,D,67,11,33,44,11,25,7.5,9,1,1,2,18,15,0,202,5.4,1487,22:12,62,20,0,0,
Robert Thomas,thomaro01,2020,20,STL,C,61,10,30,40,10,18,3.9,9,1,0,2,25,5,0,81,12.3,887,14:32,13,11,120,162,42.6
Nate Thompson,thompna01,2020,35,TOT,C,66,4,10,14,-3,25,0.3,4,0,0,1,9,0,1,64,6.3,846,12:49,42,109,416,340,55
Nate Thompson,thompna01,2020,35,MTL,C,63,4,10,14,-2,21,0.4,4,0,0,1,9,0,1,62,6.5,807,12:48,41,103,404,329,55.1
Nate Thompson,thompna01,2020,35,PHI,C,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0,39,12:53,1,6,12,11,52.2
Tage Thompson,thompta01,2020,22,BUF,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6:59,0,2,0,0,,
Joe Thornton,thornjo01,2020,40,SJS,C,65,5,23,28,-16,32,1.3,3,2,0,1,19,4,0,69,7.2,998,15:21,26,16,298,306,49.3
Calvin Thurkauf,thurkca01,2020,22,CBJ,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,8:15,0,5,2,0,100
Chris Tierney,tiernch01,2020,25,OTT,C,66,10,25,35,-4,16,2.6,5,1,4,1,24,1,0,90,11.1,1131,17:08,32,42,487,463,51.3
Dmytro Timashov,timasdm01,2020,23,TOT,LW,41,4,5,9,2,16,0.7,4,0,0,1,5,0,0,34,11.8,340,8:17,10,90,0,0,
Dmytro Timashov,timasdm01,2020,23,TOR,LW,39,4,5,9,1,16,0.7,4,0,0,1,5,0,0,34,11.8,316,8:06,10,83,0,0,
Dmytro Timashov,timasdm01,2020,23,DET,LW,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,11:50,0,7,0,0,,
Conor Timmins,timmico01,2020,21,COL,D,2,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0,21,10:25,0,0,0,0,
Jarred Tinordi,tinorja01,2020,27,NSH,D,24,1,4,5,1,32,0.8,1,0,0,0,3,0,1,19,5.3,410,17:05,30,64,0,0,
Brady Tkachuk,tkachbr01,2020,20,OTT,LW,66,18,21,39,-17,104,3.1,16,2,0,2,15,6,0,245,7.3,1248,18:54,41,282,132,153,46.3
Matthew Tkachuk,tkachma01,2020,22,CGY,LW,66,21,35,56,-3,74,5.9,16,5,0,4,22,13,0,182,11.5,1207,18:18,19,116,0,4,0
Devon Toews,toewsde01,2020,25,NYI,D,64,6,20,26,6,14,5.2,5,1,0,1,15,5,0,113,5.3,1314,20:32,71,52,0,0,
Jonathan Toews,toewsjo01,2020,31,CHI,C,65,17,39,56,-4,48,5,15,1,1,3,33,6,0,157,10.8,1281,19:42,33,55,795,591,57.4
Tyler Toffoli,toffoty01,2020,27,TOT,C,64,22,18,40,-3,18,4.5,18,4,0,4,14,4,0,188,11.7,1069,16:42,15,39,4,10,28.6
Tyler Toffoli,toffoty01,2020,27,LAK,C,58,18,16,34,-4,16,3.7,14,4,0,3,13,3,0,165,10.9,963,16:37,14,33,4,9,30.8
Tyler Toffoli,toffoty01,2020,27,VAN,C,6,4,2,6,1,2,0.8,4,0,0,1,1,1,0,23,17.4,105,17:34,1,6,0,1,0
Dominic Toninato,tonindo01,2020,25,FLA,C,44,4,7,11,3,33,0.7,4,0,0,0,7,0,0,35,11.4,494,11:13,27,54,128,144,47.1
Yakov Trenin,treniya01,2020,23,NSH,C,17,2,4,6,1,7,0.5,2,0,0,0,4,0,0,23,8.7,171,10:04,7,35,2,1,66.7
Vincent Trocheck,trochvi01,2020,26,TOT,C,58,10,26,36,-3,37,2.7,9,0,1,1,21,5,0,131,7.6,979,16:52,34,89,404,361,52.8
Vincent Trocheck,trochvi01,2020,26,FLA,C,55,10,26,36,-3,33,2.8,9,0,1,1,21,5,0,129,7.8,927,16:52,33,83,370,337,52.3
Vincent Trocheck,trochvi01,2020,26,CAR,C,3,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,2,0,51,17:03,1,6,34,24,58.6
Zach Trotman,trotmza01,2020,29,PIT,D,8,0,0,0,-1,4,0,0,0,0,0,0,0,0,11,0,118,14:43,10,21,0,0,
Jacob Trouba,troubja01,2020,25,NYR,D,65,7,20,27,-11,59,3.4,3,4,0,1,14,4,2,160,4.4,1471,22:38,122,163,0,0,
Alexander True,trueal01,2020,22,SJS,F,11,0,4,4,1,2,0.3,0,0,0,0,4,0,0,12,0,112,10:09,2,21,32,35,47.8
Alex Tuch,tuchal01,2020,23,VEG,RW,42,8,9,17,-10,8,1.1,5,3,0,2,5,4,0,98,8.2,614,14:37,20,58,8,20,28.6
Kyle Turris,turriky01,2020,30,NSH,C,58,9,20,29,-8,22,1.9,7,2,0,4,13,7,0,81,11.1,894,15:25,20,17,232,258,47.3
Carsen Twarynski,twaryca01,2020,22,PHI,F,15,1,0,1,-2,4,-0.2,1,0,0,0,0,0,0,14,7.1,160,10:41,8,40,0,2,0
T.J. Tynan,tynant.01,2020,27,COL,C,16,0,1,1,-1,2,-0.2,0,0,0,0,1,0,0,7,0,136,8:28,3,7,3,15,16.7
Urho Vaakanainen,vaakaur01,2020,21,BOS,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,2,0,84,16:51,3,8,0,0,
James van Riemsdyk,vanrija01,2020,30,PHI,LW,65,19,21,40,5,8,4.4,15,4,0,2,16,5,0,151,12.6,981,15:06,17,24,8,15,34.8
Trevor van Riemsdyk,vanritr01,2020,28,CAR,D,45,1,6,7,-8,8,0.8,1,0,0,0,6,0,0,54,1.9,670,14:53,36,17,0,0,
Sami Vatanen,vatansa01,2020,28,NJD,D,47,5,18,23,-12,22,3.2,4,1,0,0,8,9,1,95,5.3,1022,21:45,80,50,0,0,
Frank Vatrano,vatrafr01,2020,25,FLA,LW,66,16,17,33,-8,26,2.8,12,2,2,4,17,0,0,153,10.5,992,15:02,41,97,12,27,30.8
Lukas Vejdemo,vejdelu01,2020,24,MTL,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,30,7:30,1,3,0,0,
Carter Verhaeghe,verhaca01,2020,24,TBL,C,50,8,4,12,-9,8,0.8,7,1,0,1,4,0,0,55,14.5,468,9:22,8,28,14,17,45.2
Max Veronneau,veronma01,2020,24,OTT,RW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0,34,8:25,2,2,0,0,
Jimmy Vesey,veseyji02,2020,26,BUF,LW,61,9,11,20,11,15,2,8,0,1,2,10,1,0,90,10,854,14:00,19,39,0,5,0
Gabriel Vilardi,vilarga01,2020,20,LAK,C,6,1,2,3,1,4,0.3,1,0,0,0,1,1,0,9,11.1,76,12:43,1,0,34,24,58.6
Jake Virtanen,virtaja01,2020,23,VAN,RW,65,18,17,35,-1,39,3.8,12,6,0,6,14,3,0,138,13,848,13:03,25,95,5,13,27.8
Marc-Edouard Vlasic,vlasima01,2020,32,SJS,D,65,5,9,14,-7,10,3.3,4,0,1,1,9,0,0,68,7.4,1316,20:15,87,35,0,0,
Alexander Volkov,volkoal01,2020,22,TBL,RW,9,0,1,1,-6,6,-0.3,0,0,0,0,1,0,0,7,0,92,10:16,2,10,1,3,25
Jakub Voracek,voracja01,2020,30,PHI,RW,65,12,40,52,13,31,5,8,4,0,3,27,13,0,123,9.8,1104,17:00,21,16,7,13,35
Mikhail Vorobyev,vorobmi01,2020,23,PHI,C,20,1,2,3,-5,6,-0.2,1,0,0,0,2,0,0,15,6.7,209,10:26,3,4,78,62,55.7
Jakub Vrana,vranaja01,2020,23,WSH,LW,65,25,26,51,4,18,6.2,24,1,0,6,15,11,0,180,13.9,974,14:59,15,28,4,5,44.4
Austin Wagner,wagneau01,2020,22,LAK,LW,61,5,5,10,-5,34,0.3,5,0,0,0,5,0,0,120,4.2,726,11:55,19,139,3,6,33.3
Chris Wagner,wagnech01,2020,28,BOS,C,63,6,4,10,-8,38,0,5,0,1,0,4,0,0,75,8,784,12:27,28,180,114,131,46.5
Oliver Wahlstrom,wahlsol01,2020,19,NYI,RW,9,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,9,0,93,10:17,4,10,0,3,0
Nathan Walker,walkena01,2020,25,STL,C,5,1,1,2,-2,4,0.1,1,0,0,0,1,0,0,6,16.7,56,11:08,1,10,1,0,100
Sean Walker,walkese01,2020,25,LAK,D,66,5,17,22,-10,26,3.7,5,0,0,0,13,4,0,119,4.2,1244,18:51,77,77,0,0,
Lucas Wallmark,wallmlu01,2020,24,TOT,C,64,11,12,23,-3,18,1.9,8,3,0,0,8,3,1,82,13.4,818,12:47,26,56,362,362,50
Lucas Wallmark,wallmlu01,2020,24,CAR,C,60,11,12,23,0,18,2.1,8,3,0,0,8,3,1,79,13.9,769,12:49,21,48,343,342,50.1
Lucas Wallmark,wallmlu01,2020,24,FLA,C,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,49,12:10,5,8,19,20,48.7
Jake Walman,walmaja01,2020,23,STL,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,11,11:04,1,0,0,0,
Austin Watson,watsoau01,2020,28,NSH,LW,52,6,8,14,-8,65,0.6,6,0,0,1,6,0,2,49,12.2,609,11:43,48,128,6,6,50
Jordan Weal,wealjo01,2020,27,MTL,C,45,7,7,14,-7,14,0.9,5,2,0,2,4,3,0,75,9.3,609,13:32,21,31,89,92,49.2
Shea Weber,webersh01,2020,34,MTL,D,61,15,21,36,10,28,7.3,12,3,0,2,16,5,0,176,8.5,1473,24:09:00,111,98,0,0,
Yannick Weber,weberya01,2020,31,NSH,D,40,1,2,3,-1,12,0.5,1,0,0,1,2,0,0,44,2.3,565,14:08,36,35,0,0,
Anton Wedin,wedinan01,2020,26,CHI,F,4,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,36,9:04,1,5,0,0,
MacKenzie Weegar,weegama01,2020,26,FLA,D,42,5,11,16,1,31,2.5,5,0,0,0,11,0,0,69,7.2,834,19:51,59,69,0,0,
Dale Weise,weiseda01,2020,31,MTL,RW,19,1,3,4,0,16,0.2,1,0,0,0,3,0,0,12,8.3,175,9:11,9,59,0,0,
Alexander Wennberg,wennbal01,2020,25,CBJ,C,54,5,15,20,-2,16,1.2,4,1,0,1,11,4,0,66,7.6,893,16:32,31,19,308,357,46.3
Zach Werenski,werenza01,2020,22,CBJ,D,60,20,20,40,12,10,9.1,14,5,1,4,12,8,0,178,11.2,1437,23:57,54,36,0,0,
Blake Wheeler,wheelbl01,2020,33,WPG,RW,67,21,38,59,-3,35,5.7,16,4,1,2,21,16,1,173,12.1,1288,19:13,48,98,323,327,49.7
Colin White,whiteco02,2020,23,OTT,C,56,6,11,17,-16,32,0.3,5,1,0,0,8,3,0,75,8,872,15:34,27,41,247,278,47
Colton White,whiteco03,2020,22,NJD,D,6,0,0,0,-2,4,0,0,0,0,0,0,0,0,2,0,84,13:59,4,3,0,0,
Zach Whitecloud,whiteza01,2020,23,VEG,D,12,0,1,1,2,4,0.4,0,0,0,0,1,0,0,9,0,167,13:57,12,7,0,0,
Justin Williams,williju01,2020,38,CAR,RW,16,3,3,6,0,6,0.5,2,1,0,1,2,1,0,41,7.3,214,13:24,5,17,3,5,37.5
Colin Wilson,wilsoco01,2020,30,COL,C,9,0,4,4,6,0,0.4,0,0,0,0,4,0,0,12,0,114,12:38,2,8,3,4,42.9
Scott Wilson,wilsosc01,2020,27,BUF,C,6,1,1,2,1,2,0.2,1,0,0,0,1,0,0,8,12.5,70,11:38,0,3,0,0,
Tom Wilson,wilsoto01,2020,25,WSH,RW,64,21,21,42,1,79,4.4,15,5,1,5,18,2,1,148,14.2,1173,18:20,56,238,17,36,32.1
Luke Witkowski,witkolu01,2020,29,TBL,D,12,1,2,3,-4,13,0.1,1,0,0,0,2,0,0,10,10,106,8:48,3,38,0,0,
Miles Wood,woodmi01,2020,24,NJD,LW,64,10,11,21,-15,55,1.3,10,0,0,1,11,0,0,130,7.7,835,13:03,25,95,0,1,0
Kailer Yamamoto,yamamka01,2020,21,EDM,RW,22,10,13,23,17,12,3.4,8,2,0,0,13,0,0,37,27,380,17:18,9,30,1,0,100
Keith Yandle,yandlke01,2020,33,FLA,D,66,5,40,45,0,20,5.5,3,2,0,0,21,19,0,122,4.1,1308,19:49,51,18,0,1,0
Alexander Yelesin,yelesal01,2020,23,CGY,D,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0,50,12:30,0,13,0,0,
Danil Yurtaykin,yurtada01,2020,22,SJS,F,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,52,13:00,2,3,0,0,
Pavel Zacha,zachapa01,2020,22,NJD,C,61,8,22,30,-12,14,1.9,3,3,2,1,16,4,2,94,8.5,988,16:12,19,55,263,343,43.4
Filip Zadina,zadinfi01,2020,20,DET,RW,28,8,7,15,-13,2,1.3,4,4,0,1,4,3,0,60,13.3,425,15:10,10,11,1,0,100
Nikita Zadorov,zadorni01,2020,24,COL,D,61,4,9,13,9,61,2.7,4,0,0,0,9,0,0,64,6.3,1097,17:59,62,165,0,0,
Nikita Zaitsev,zaitsni01,2020,28,OTT,D,53,1,9,10,-7,14,1.5,1,0,0,0,9,0,0,56,1.8,1177,22:13,113,96,0,0,
Travis Zajac,zajactr01,2020,34,NJD,C,65,7,15,22,-10,28,0.9,6,0,1,1,13,0,2,65,10.8,1114,17:08,37,55,543,483,52.9
Mika Zibanejad,zibanmi01,2020,26,NYR,C,52,32,33,65,7,14,7.9,17,12,3,5,19,12,2,185,17.3,1115,21:27,44,49,534,562,48.7
Mats Zuccarello,zuccama01,2020,32,MIN,LW,61,14,20,34,-8,18,2.8,11,3,0,2,16,4,0,92,15.2,978,16:02,36,13,9,5,64.3
Jason Zucker,zuckeja01,2020,28,TOT,LW,55,19,17,36,-6,21,3.8,12,7,0,4,13,4,0,101,18.8,889,16:10,21,49,12,28,30
Jason Zucker,zuckeja01,2020,28,MIN,LW,45,14,15,29,-3,19,3,9,5,0,2,11,4,0,75,18.7,715,15:54,20,35,12,28,30
Jason Zucker,zuckeja01,2020,28,PIT,LW,10,5,2,7,-3,2,0.8,3,2,0,2,2,0,0,26,19.2,174,17:25,1,14,0,0,
Valentin Zykov,zykovva01,2020,24,VEG,LW,15,1,3,4,-2,6,0.1,0,1,0,0,3,0,0,19,5.3,183,12:13,3,20,0,1,0
